Drone ID,Application,Drone Size,Drone Model,Manufacturer,Propeller Count,Max Carry Weight (kg),Actual Carry Weight (kg),Payload Type,Payload Description,Altitude (meters),Flight Duration (minutes),Distance Flown (km),Operator ID,Flight Date,Battery Remaining (%),GPS Accuracy (meters),Wind Speed (m/s),Obstacles Encountered,Flight Status,Regulatory Approval ID,Notes,label
D232,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.1,Sensor,Magnetic particle inspection sensor,113,43.0,13.5,OP002,2025-05-20,69,2.2,5.2,Yes,Completed,REG-2025-RST-890,,route_anomaly
D233,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Clothing items,70,23.0,7.2,OP013,2025-05-26,82,1.9,3.5,No,Completed,REG-2025-VWX-345,,normal
D234,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,86,22.0,7.0,OP004,2025-05-27,95,1.2,2.2,No,Completed,REG-2025-XYZ-678,,sensor_weather_anomaly
D235,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Insecticide,30,34.0,11.0,OP003,2025-05-28,40,3.4,7.9,Yes,Completed,REG-2025-ABC-901,,route_anomaly
D236,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Small electronics,65,17.0,5.0,OP011,2025-05-29,91,1.4,2.7,No,Completed,REG-2025-DEF-234,,normal
D237,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Gimbal stabilizer,89,20.0,6.0,OP004,2025-05-30,97,1.1,2.4,No,Completed,REG-2025-GHI-567,,sensor_weather_anomaly
D238,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.5,Camera,High-resolution camera,110,39.0,13.0,OP002,2025-05-31,62,2.2,5.3,Yes,Completed,REG-2025-JKL-890,,route_anomaly
D239,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Growth regulator,25,32.0,10.0,OP003,2025-06-01,38,3.6,8.1,Yes,Completed,REG-2025-MNO-123,,route_anomaly
D240,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,,Package,Gifts,75,24.0,7.0,OP013,2025-06-02,80,1.6,3.3,No,Completed,REG-2025-OPQ-456,,sensor_weather_anomaly
D241,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,UV filter,83,18.0,5.0,OP004,2025-06-03,99,1.0,1.9,No,Completed,REG-2025-RST-789,,sensor_weather_anomaly
D242,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,6.1,Sensor,Corrosion detection sensor,105,40.0,12.0,OP002,2025-06-04,70,2.0,4.8,Yes,Completed,REG-2025-UVW-012,,route_anomaly
D243,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Electronics,65,23.0,7.8,OP015,2025-06-05,83,1.7,3.1,No,Completed,REG-2025-GHI-345,,normal
D244,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide lens,88,18.0,5.1,OP007,2025-06-06,96,1.2,2.4,No,Completed,REG-2025-JKL-678,,sensor_weather_anomaly
D245,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Pesticide,31,35.0,11.2,OP003,2025-06-07,41,3.5,7.9,Yes,Completed,REG-2025-MNO-901,,route_anomaly
D246,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Thermal,102,41.0,13.5,OP002,2025-06-08,67,2.1,5.3,Yes,Completed,REG-2025-PQR-234,,route_anomaly
D247,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.3,OP011,2025-06-09,91,1.4,2.8,No,Completed,REG-2025-STU-567,,sensor_weather_anomaly
D248,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.9,OP004,2025-06-10,94,1.3,2.5,No,Completed,REG-2025-VWX-890,,sensor_weather_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D250,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Gas,108,39.0,12.1,OP002,2025-06-12,69,2.2,5.1,Yes,Completed,REG-2025-BCD-456,,route_anomaly
D251,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Documents,68,24.0,7.1,OP015,2025-06-13,85,1.8,3.4,No,Completed,REG-2025-EFG-789,,normal
D252,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filter,82,17.0,5.5,OP007,2025-06-14,97,1.1,2.2,No,Completed,REG-2025-HIJ-012,,sensor_weather_anomaly
D253,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Fungicide,32,34.0,10.5,OP003,2025-06-15,40,3.4,7.8,Yes,Completed,REG-2025-KLM-345,,route_anomaly
D254,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Visual,105,40.0,13.2,OP002,2025-06-16,64,2.3,5.5,Yes,Completed,REG-2025-NOP-678,,route_anomaly
D255,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP011,2025-06-17,93,1.5,2.9,No,Completed,REG-2025-QRS-901,,normal
D256,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP004,2025-06-18,95,1.2,2.3,No,Completed,REG-2025-TUV-234,,sensor_weather_anomaly
D257,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Insecticide,28,32.0,9.5,OP003,2025-06-19,42,3.2,7.7,Yes,Completed,REG-2025-WXY-567,,route_anomaly
D258,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Temperature,109,42.0,12.8,OP002,2025-06-20,70,2.4,5.2,Yes,Completed,REG-2025-ZAB-890,,route_anomaly
D259,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP015,2025-06-21,88,1.9,3.3,No,Completed,REG-2025-CDE-123,,normal
D260,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Telephoto,83,21.0,6.2,OP007,2025-06-22,96,1.3,2.4,No,Completed,REG-2025-FGH-456,,sensor_weather_anomaly
D261,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,33,31.0,10.2,OP003,2025-06-23,45,3.1,7.4,Yes,Completed,REG-2025-IJK-789,,route_anomaly
D262,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP002,2025-06-24,63,2.2,5.4,Yes,Completed,REG-2025-LMN-012,,route_anomaly
D263,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP011,2025-06-25,92,1.6,2.7,No,Completed,REG-2025-OPQ-345,,sensor_weather_anomaly
D264,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard,86,20.0,5.8,OP004,2025-06-26,94,1.1,2.1,No,Completed,REG-2025-RST-678,,sensor_weather_anomaly
D265,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Fungicide,27,35.0,9.9,OP003,2025-06-27,44,3.5,7.8,Yes,Completed,REG-2025-UVW-901,,route_anomaly
D266,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP002,2025-06-28,68,2.3,5.1,Yes,Completed,REG-2025-XYZ-234,,route_anomaly
D267,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2025-06-29,87,1.7,3.2,No,Completed,REG-2025-ABC-567,,normal
D268,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP007,2025-06-30,95,1.2,2.3,No,Completed,REG-2025-DEF-890,,sensor_weather_anomaly
D269,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Insecticide,30,32.0,10.8,OP003,2025-07-01,42,3.3,7.5,Yes,Completed,REG-2025-GHI-123,,route_anomaly
D270,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2025-07-02,65,2.4,5.6,Yes,Completed,REG-2025-JKL-456,,route_anomaly
D271,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2025-07-03,90,1.4,2.9,No,Completed,REG-2025-MNO-789,,sensor_weather_anomaly
D272,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP004,2025-07-04,93,1.1,2.1,No,Completed,REG-2025-OPQ-012,,sensor_weather_anomaly
D273,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Herbicide,34,34.0,10.1,OP003,2025-07-05,47,3.1,7.2,Yes,Completed,REG-2025-RST-345,,route_anomaly
D274,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-07-06,68,2.2,5.3,Yes,Completed,REG-2025-UVW-678,,route_anomaly
D275,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP015,2025-07-07,86,1.8,3.5,No,Completed,REG-2025-XYZ-901,,sensor_weather_anomaly
D276,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Telephoto,81,17.0,5.3,OP007,2025-07-08,98,1.3,2.4,No,Completed,REG-2025-ABC-234,,sensor_weather_anomaly
D277,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Fungicide,26,32.0,9.2,OP003,2025-07-09,41,3.4,7.7,Yes,Completed,REG-2025-DEF-567,,route_anomaly
D278,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.3,Camera,Zoom,104,42.0,13.9,OP002,2025-07-10,62,2.5,5.7,Yes,Completed,REG-2025-GHI-890,,route_anomaly
D279,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP011,2025-07-11,94,1.5,2.8,No,Completed,REG-2025-JKL-123,,normal
D280,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,87,20.0,5.7,OP004,2025-07-12,95,1.1,2.2,No,Completed,REG-2025-MNO-456,,sensor_weather_anomaly
D281,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Insecticide,33,33.0,10.5,OP003,2025-07-13,46,3.3,7.3,Yes,Completed,REG-2025-OPQ-789,,route_anomaly
D282,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,109,38.0,12.2,OP002,2025-07-14,69,2.1,5.4,Yes,Completed,REG-2025-RST-012,,route_anomaly
D283,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP015,2025-07-15,89,1.7,3.1,No,Completed,REG-2025-UVW-345,,normal
D284,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP007,2025-07-16,97,1.2,2.5,No,Completed,REG-2025-XYZ-678,,sensor_weather_anomaly
D285,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Herbicide,28,35.0,9.8,OP003,2025-07-17,43,3.5,7.6,Yes,Completed,REG-2025-ABC-901,,route_anomaly
D286,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,103,41.0,13.1,OP002,2025-07-18,64,2.4,5.2,Yes,Completed,REG-2025-DEF-234,,route_anomaly
D287,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP011,2025-07-19,92,1.4,2.7,No,Completed,REG-2025-GHI-567,,sensor_weather_anomaly
D288,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.5,OP004,2025-07-20,96,1.3,2.3,No,Completed,REG-2025-JKL-890,,sensor_weather_anomaly
D289,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Fungicide,31,33.0,9.5,OP003,2025-07-21,40,3.3,7.9,Yes,Completed,REG-2025-MNO-123,,route_anomaly
D290,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP002,2025-07-22,67,2.2,5.5,Yes,Completed,REG-2025-OPQ-456,,route_anomaly
D291,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.2,Package,Documents,69,24.0,7.9,OP015,2025-07-23,87,1.8,3.4,No,Completed,REG-2025-RST-789,,normal
D292,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,ND filter,88,17.0,5.2,OP007,2025-07-24,99,1.1,2.1,No,Completed,REG-2025-UVW-012,,sensor_weather_anomaly
D293,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,34,34.0,10.2,OP003,2025-07-25,45,3.4,7.7,Yes,Completed,REG-2025-XYZ-345,,route_anomaly
D294,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Visual,104,40.0,13.5,OP002,2025-07-26,63,2.3,5.1,Yes,Completed,REG-2025-ABC-678,,route_anomaly
D295,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Electronics,71,18.0,6.3,OP011,2025-07-27,90,1.5,2.8,No,Completed,REG-2025-DEF-901,,sensor_weather_anomaly
D296,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,83,19.0,5.6,OP004,2025-07-28,93,1.2,2.4,No,Completed,REG-2025-GHI-234,,sensor_weather_anomaly
D297,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Herbicide,29,32.0,9.9,OP003,2025-07-29,44,3.2,7.5,Yes,Completed,REG-2025-JKL-567,,route_anomaly
D298,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP002,2025-07-30,66,2.4,5.3,Yes,Completed,REG-2025-MNO-890,,route_anomaly
D299,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.4,Package,Small items,72,25.0,7.1,OP015,2025-07-31,86,1.9,3.2,No,Completed,REG-2025-OPQ-123,,sensor_weather_anomaly
D300,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,89,21.0,6.5,OP007,2025-08-01,97,1.3,2.5,No,Completed,REG-2025-RST-456,,sensor_weather_anomaly
D301,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Fungicide,32,31.0,10.5,OP003,2025-08-02,41,3.1,7.4,Yes,Completed,REG-2025-UVW-789,,route_anomaly
D302,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Infrared,104,38.0,13.2,OP002,2025-08-03,69,2.2,5.1,Yes,Completed,REG-2025-XYZ-012,,route_anomaly
D303,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Documents,70,17.0,5.8,OP011,2025-08-04,93,1.6,2.8,No,Completed,REG-2025-ABC-345,,normal
D304,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard,83,20.0,5.9,OP004,2025-08-05,95,1.1,2.3,No,Completed,REG-2025-DEF-678,,sensor_weather_anomaly
D305,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.9,Liquid Tank,Insecticide,27,35.0,9.8,OP003,2025-08-06,44,3.5,7.7,Yes,Completed,REG-2025-GHI-901,,route_anomaly
D306,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Pressure,108,41.0,12.5,OP002,2025-08-07,67,2.3,5.4,Yes,Completed,REG-2025-JKL-234,,route_anomaly
D307,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Consumer goods,68,22.0,7.1,OP015,2025-08-08,88,1.7,3.5,No,Completed,REG-2025-MNO-567,,normal
D308,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Zoom lens,81,19.0,5.2,OP007,2025-08-09,96,1.2,2.1,No,Completed,REG-2025-OPQ-890,,sensor_weather_anomaly
D309,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.3,Liquid Tank,Herbicide,30,32.0,10.8,OP003,2025-08-10,42,3.3,7.6,Yes,Completed,REG-2025-RST-123,,route_anomaly
D310,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.6,Camera,High-res,105,39.0,13.8,OP002,2025-08-11,65,2.4,5.2,Yes,Completed,REG-2025-UVW-456,,route_anomaly
D311,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Small package,72,16.0,6.2,OP011,2025-08-12,91,1.4,2.9,No,Completed,REG-2025-XYZ-789,,sensor_weather_anomaly
D312,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Wide angle,86,20.0,5.5,OP004,2025-08-13,94,1.1,2.3,No,Completed,REG-2025-ABC-012,,sensor_weather_anomaly
D313,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Fungicide,33,34.0,10.1,OP003,2025-08-14,47,3.1,7.1,Yes,Completed,REG-2025-DEF-345,,route_anomaly
D314,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Vibration,109,40.0,12.5,OP002,2025-08-15,68,2.2,5.5,Yes,Completed,REG-2025-GHI-678,,route_anomaly
D315,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Fragile goods,70,25.0,7.9,OP015,2025-08-16,83,1.8,3.4,No,Completed,REG-2025-JKL-901,,normal
D316,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP007,2025-08-17,97,1.3,2.2,No,Completed,REG-2025-MNO-234,,sensor_weather_anomaly
D317,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Insecticide,29,32.0,9.2,OP003,2025-08-18,40,3.4,7.8,Yes,Completed,REG-2025-OPQ-567,,route_anomaly
D318,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP002,2025-08-19,62,2.5,5.7,Yes,Completed,REG-2025-RST-890,,route_anomaly
D319,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP011,2025-08-20,92,1.5,2.9,No,Completed,REG-2025-UVW-123,,sensor_weather_anomaly
D320,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP004,2025-08-21,94,1.1,2.1,No,Completed,REG-2025-XYZ-456,,sensor_weather_anomaly
D321,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Herbicide,32,33.0,10.5,OP003,2025-08-22,45,3.3,7.3,Yes,Completed,REG-2025-ABC-789,,route_anomaly
D322,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP002,2025-08-23,69,2.1,5.4,Yes,Completed,REG-2025-DEF-901,,route_anomaly
D323,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics,67,23.0,7.2,OP015,2025-08-24,84,1.8,3.2,No,Completed,REG-2025-GHI-234,,normal
D324,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Wide lens,89,18.0,5.9,OP007,2025-08-25,97,1.2,2.4,No,Completed,REG-2025-JKL-567,,sensor_weather_anomaly
D325,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Fungicide,31,35.0,9.8,OP003,2025-08-26,40,3.5,7.9,Yes,Completed,REG-2025-MNO-890,,route_anomaly
D326,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,102,41.0,13.5,OP002,2025-08-27,63,2.3,5.1,Yes,Completed,REG-2025-OPQ-123,,route_anomaly
D327,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.1,OP011,2025-08-28,90,1.5,2.8,No,Completed,REG-2025-RST-456,,sensor_weather_anomaly
D328,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Zoom,84,20.0,5.7,OP004,2025-08-29,93,1.3,2.5,No,Completed,REG-2025-UVW-789,,sensor_weather_anomaly
D329,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Insecticide,28,33.0,9.5,OP003,2025-08-30,42,3.2,7.6,Yes,Completed,REG-2025-XYZ-012,,route_anomaly
D330,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Temperature,108,39.0,12.1,OP002,2025-08-31,69,2.4,5.3,Yes,Completed,REG-2025-ABC-345,,route_anomaly
D331,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Documents,69,24.0,7.8,OP015,2025-09-01,85,1.9,3.4,No,Completed,REG-2025-DEF-678,,normal
D332,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,ND filter,81,17.0,5.5,OP007,2025-09-02,97,1.1,2.2,No,Completed,REG-2025-GHI-901,,sensor_weather_anomaly
D333,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,33,34.0,10.5,OP003,2025-09-03,40,3.4,7.8,Yes,Completed,REG-2025-JKL-234,,route_anomaly
D334,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Visual,105,40.0,13.2,OP002,2025-09-04,64,2.3,5.5,Yes,Completed,REG-2025-MNO-567,,route_anomaly
D335,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP011,2025-09-05,93,1.5,2.9,No,Completed,REG-2025-OPQ-890,,normal
D336,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP004,2025-09-06,95,1.2,2.3,No,Completed,REG-2025-RST-123,,sensor_weather_anomaly
D245,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Pesticide,31,35.0,11.2,OP003,2025-06-07,41,3.5,7.9,Yes,Completed,REG-2025-MNO-901,,route_anomaly
D246,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Thermal,102,41.0,13.5,OP002,2025-06-08,67,2.1,5.3,Yes,Completed,REG-2025-PQR-234,,route_anomaly
D247,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.3,OP011,2025-06-09,91,1.4,2.8,No,Completed,REG-2025-STU-567,,sensor_weather_anomaly
D248,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.9,OP004,2025-06-10,94,1.3,2.5,No,Completed,REG-2025-VWX-890,,sensor_weather_anomaly
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,route_anomaly
D337,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Fungicide,26,32.0,9.5,OP003,2025-09-07,42,3.2,7.7,Yes,Completed,REG-2025-UVW-456,,route_anomaly
D338,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Temperature,109,42.0,12.8,OP002,2025-09-08,70,2.4,5.2,Yes,Completed,REG-2025-XYZ-789,,route_anomaly
D339,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP015,2025-09-09,88,1.9,3.3,No,Completed,REG-2025-ABC-012,,normal
D340,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Telephoto,83,21.0,6.2,OP007,2025-09-10,96,1.3,2.4,No,Completed,REG-2025-DEF-345,,sensor_weather_anomaly
D341,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Insecticide,32,31.0,10.2,OP003,2025-09-11,45,3.1,7.4,Yes,Completed,REG-2025-GHI-678,,route_anomaly
D342,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP002,2025-09-12,63,2.2,5.4,Yes,Completed,REG-2025-JKL-901,,route_anomaly
D343,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP011,2025-09-13,92,1.6,2.7,No,Completed,REG-2025-MNO-234,,sensor_weather_anomaly
D344,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard,86,20.0,5.8,OP004,2025-09-14,94,1.1,2.1,No,Completed,REG-2025-OPQ-567,,sensor_weather_anomaly
D345,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,27,35.0,9.9,OP003,2025-09-15,44,3.5,7.8,Yes,Completed,REG-2025-RST-890,,route_anomaly
D346,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP002,2025-09-16,68,2.3,5.1,Yes,Completed,REG-2025-UVW-123,,route_anomaly
